Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Moonsilver Key,Innistrad: Midnight Hunt,255,,,,,,,,,,$0.00
1,1,Oakenform,Core Set 2020,341,,,,,,,,,,$0.00
1,1,"Squee, Goblin Nabob",Commander 2019,152,,,,,,,,,,$0.00
1,1,Temple of Silence,Core Set 2020,256,,,,,,,,,,$0.00
1,0,Containment Construct,Kamigawa: Neon Dynasty,243,,,,,,,,,,$0.00
1,0,Fractured Sanity,Commander Legends: Battle for Baldur's Gate,722,,,,,,,,,,$0.00
1,1,God-Pharaoh's Statue,War of the Spark,238,,,,,,,,,,$0.00
1,0,Guiltfeeder,Commander Legends: Battle for Baldur's Gate,756,,,,,,,,,,$0.00
1,0,"Radha, Coalition Warlord",Dominaria United,310,,,,,,,,,,$0.00
2,2,Witch's Cottage,Throne of Eldraine,249,,,,,,,,,,$0.00
1,0,Access Denied,Kamigawa: Neon Dynasty Commander,11,,,,,,,,,,$0.00
2,0,"Light-Paws, Emperor's Voice",Kamigawa: Neon Dynasty,25,,,,,,,,,,$0.00
3,3,Serra's Guardian,Core Set 2019,284,,,,,,,,,,$0.00
2,2,Seven Dwarves,Throne of Eldraine,141,,,,,,,,,,$0.00
1,1,Thunderkin Awakener,Core Set 2020,162,,,,,,,,,,$0.00
1,0,Aether Gust,Core Set 2020,42,,,,,,,,,,$0.00
1,1,Boneyard Parley,Commander 2019,107,,,,,,,,,,$0.00
1,0,Exotic Orchard,Kamigawa: Neon Dynasty Commander,168,,,,,,,,,,$0.00
1,0,Fading Hope,Innistrad: Midnight Hunt,51,,,,,,,,,,$0.00
1,1,"Greven, Predator Captain",Commander 2019,43,,,foil,,,,,,,$0.00
1,0,Indomitable Archangel,Kamigawa: Neon Dynasty Commander,85,,,,,,,,,,$0.00
1,1,Irencrag Feat,Throne of Eldraine,127,,,,,,,,,,$0.00
1,1,Jhoira's Familiar,Dominaria,220,,,,,,,,,,$0.00
1,0,Mind Stone,Commander Legends: Battle for Baldur's Gate,325,,,,,,,,,,$0.00
1,1,The Wanderer,War of the Spark,37,,,,,,,,,,$0.00
1,0,Alexander Clamilton,"",,Near Mint,English,,,,,,,,$0.00
2,1,Ash Barrens,Commander 2019,227,,,,,,,,,,$0.00
1,1,Skyknight Vanguard,Core Set 2020,218,,,,,,,,,,$0.00
1,0,"Sram, Senior Edificer",Kamigawa: Neon Dynasty Commander,88,,,,,,,,,,$0.00
1,1,Striped Riverwinder,Hour of Devastation,48,,,,,,,,,,$0.00
1,1,Trinket Mage,Duel Decks: Elspeth vs. Tezzeret,49,,,,,,,,,,$0.00
3,3,Waterknot,Core Set 2019,311,,,,,,,,,,$0.00
1,1,Wavebreak Hippocamp,Theros Beyond Death,80,,,foil,,,,,,,$0.00
1,1,Call to the Netherworld,Commander 2019,108,,,,,,,,,,$0.00
1,1,Champion of Stray Souls,Commander 2019,109,,,,,,,,,,$0.00
1,1,"Danitha Capashen, Paragon",Dominaria,12,,,,,,,,,,$0.00
1,1,Divine Reckoning,Commander 2019,62,,,,,,,,,,$0.00
1,1,Forest,War of the Spark,263,,,foil,,,,,,,$0.00
1,0,"Kotori, Pilot Prodigy",Kamigawa: Neon Dynasty Commander,2,,,foil,,,,,,,$0.00
1,1,Murmuring Mystic,Guilds of Ravnica,45,,,,,,,,,,$0.00
2,0,Obscura Storefront,Streets of New Capenna,252,,,,,,,,,,$0.00
1,1,Pristine Angel,Commander 2019,70,,,,,,,,,,$0.00
1,0,Rogue's Passage,Commander Legends: Battle for Baldur's Gate,913,,,,,,,,,,$0.00
2,2,Snapping Drake,Core Set 2020,318,,,,,,,,,,$0.00
2,1,Bogstomper,Core Set 2020,320,,,,,,,,,,$0.00
1,1,Clackbridge Troll,Throne of Eldraine,84,,,,,,,,,,$0.00
1,0,Command Tower,Kamigawa: Neon Dynasty Commander,167,,,,,,,,,,$0.00
1,1,"Daxos, Blessed by the Sun",Theros Beyond Death,9,,,,,,,,,,$0.00
2,2,Growth Spiral,Ravnica Allegiance,178,,,,,,,,,,$0.00
1,0,Ironsoul Enforcer,Kamigawa: Neon Dynasty Commander,7,,,,,,,,,,$0.00
3,0,Liliana's Scrounger,Core Set 2021,330,,,,,,,,,,$0.00
1,0,Nine Lives,Core Set 2021,28,,,,,,,,,,$0.00
1,0,Riveteers Overlook,Streets of New Capenna,255,,,,,,,,,,$0.00
1,1,Warstorm Surge,Commander 2019,155,,,,,,,,,,$0.00
1,0,Archfiend of Spite,Commander 2019,14,,,,,,,,,,$0.00
1,1,"Chainer, Nightmare Adept",Commander 2019,39,,,foil,,,,,,,$0.00
1,0,Consuming Aberration,Commander Legends: Battle for Baldur's Gate,840,,,,,,,,,,$0.00
1,1,Crashing Drawbridge,Throne of Eldraine,217,,,,,,,,,,$0.00
1,0,Dance of the Manse,Kamigawa: Neon Dynasty Commander,136,,,,,,,,,,$0.00
1,0,Grell Philosopher,Commander Legends: Battle for Baldur's Gate,666,,,,,,,,,,$0.00
1,1,Ichor Wellspring,Commander 2016,258,,,,,,,,,,$0.00
1,0,Krark's Other Thumb,"",,Near Mint,English,,,,,,,,$0.00
1,1,Lovestruck Beast // Heart's Desire,Throne of Eldraine,299,,,,,,,,,,$0.00
1,1,Piper of the Swarm,Throne of Eldraine,100,,,foil,,,,,,,$0.00
1,0,Squirrel Farm,Unsanctioned,71,Near Mint,English,,,,,,,,$0.00
1,0,"Stenn, Paranoid Partisan",Dominaria United,221,Near Mint,English,,,,,,promo,,$0.00
1,0,Vodalian Mindsinger,Dominaria United,76,,,,,,,,,,$0.00
1,0,"Acornelia, Fashionable Filcher","",,Near Mint,English,,,,,,,,$0.00
2,0,Archaeomancer,Ultimate Masters,45,Near Mint,English,,,,,,,,$0.00
1,0,Common Courtesy,"",,Near Mint,English,,,,,,,,$0.00
1,0,Double Vision,Core Set 2021,142,,,,,,,,,,$0.00
2,2,Giant Killer // Chop Down,Throne of Eldraine,14,,,,,,,,,,$0.00
2,2,Grasping Scoundrel,Core Set 2019,312,,,,,,,,,,$0.00
2,0,Kumano Faces Kakkazan // Etching of Kumano,Kamigawa: Neon Dynasty,152,,,,,,,,,,$0.00
1,1,One with the Machine,Core Set 2019,66,,,,,,,,,,$0.00
1,1,Overseer of the Damned,Commander 2019,125,,,,,,,,,,$0.00
1,0,Phoenix Chick,Dominaria United,140,,,,,,,,,,$0.00
1,0,Prairie Stream,Kamigawa: Neon Dynasty Commander,175,,,,,,,,,,$0.00
1,1,The Antiquities War,Dominaria,42,,,,,,,,,,$0.00
1,1,The Eldest Reborn,Commander 2019,131,,,,,,,,,,$0.00
1,1,Tithe Drinker,Commander 2017,200,,,,,,,,,,$0.00
1,1,Wall of Stolen Identity,Commander 2019,13,,,,,,,,,,$0.00
1,1,"Zegana, Utopian Speaker",Ravnica Allegiance,214,,,,,,,,,,$0.00
2,0,Chandra's Flame Wave,Core Set 2020,295,,,,,,,,,,$0.00
1,0,Cult Conscript,Dominaria United,88,,,foil,,,,,,,$0.00
1,0,"Kyodai, Soul of Kamigawa",Kamigawa: Neon Dynasty,407,,,,,,,,,,$0.00
3,3,Slither Blade,Amonkhet,71,,,,,,,,,,$0.00
1,1,Soul of Innistrad,Commander 2019,130,,,,,,,,,,$0.00
1,0,Thopter Spy Network,Kamigawa: Neon Dynasty Commander,98,,,,,,,,,,$0.00
3,0,Unleash Fury,Core Set 2021,170,,,,,,,,,,$0.00
1,1,Canopy Spider,Core Set 2020,339,,,,,,,,,,$0.00
2,0,Chandra's Firemaw,Core Set 2021,333,,,,,,,,,,$0.00
1,0,Containment Priest,Core Set 2021,13,,,,,,,,,,$0.00
3,0,Contentious Plan,War of the Spark,46,,,,,,,,,,$0.00
1,0,Draconic Muralists,Commander Legends: Battle for Baldur's Gate,224,,,,,,,,,,$0.00
2,2,Empyrean Eagle,Core Set 2020,208,,,,,,,,,,$0.00
1,1,Goblin Electromancer,Duel Decks: Izzet vs. Golgari,3,,,,,,,,,,$0.00
1,1,Moldervine Reclamation,Core Set 2020,214,,,,,,,,,,$0.00
1,1,Mystic Monastery,Commander 2019,262,,,,,,,,,,$0.00
1,0,Old Stickfingers,Innistrad: Midnight Hunt,234,,,,,,,,,,$0.00
1,0,Release to Memory,Kamigawa: Neon Dynasty Commander,9,,,,,,,,,,$0.00
1,0,River of Tears,Commander Legends: Battle for Baldur's Gate,912,,,,,,,,,,$0.00
1,0,Sacred Peaks,Dominaria United,254,,,,,,,,,,$0.00
1,0,Shivan Harvest,Invasion,167,,,,,,,,,,$0.00
1,1,Watcher for Tomorrow,Modern Horizons,76,,,,,,,,,,$0.00
1,1,"Zetalpa, Primal Dawn",Commander 2019,79,,,,,,,,,,$0.00
1,0,Basri's Lieutenant,Core Set 2021,9,,,,,,,,,,$0.00
1,0,Creeping Tar Pit,Commander Legends: Battle for Baldur's Gate,888,,,,,,,,,,$0.00
1,1,Demon of Loathing,Theros Beyond Death,292,,,,,,,,,,$0.00
1,0,Electrostatic Infantry,Dominaria United,122,,,,,,,,,,$0.00
1,0,Everflowing Chalice,Commander Legends: Battle for Baldur's Gate,859,,,,,,,,,,$0.00
1,1,"Fblthp, the Lost",War of the Spark,50,,,,,,,,,,$0.00
1,1,Flayer of the Hatebound,Commander 2019,144,,,,,,,,,,$0.00
1,0,From the Catacombs,Commander Legends: Battle for Baldur's Gate,671,,,,,,,,,,$0.00
1,0,"Jace, Architect of Thought",Kamigawa: Neon Dynasty Commander,93,,,,,,,,,,$0.00
1,1,Myr Battlesphere,Commander 2016,263,,,,,,,,,,$0.00
1,1,Reap the Past,Modern Horizons,211,,,,,,,,,,$0.00
1,0,Scoured Barrens,Commander 2017,276,,,,,,,,,,$0.00
4,0,Storm Caller,Core Set 2021,335,,,,,,,,,,$0.00
1,0,Twinferno,Dominaria United,149,,,,,,,,,,$0.00
1,1,Unearth,Masters 25,113,,,,,,,,,,$0.00
1,1,Vantress Gargoyle,Throne of Eldraine,71,,,foil,,,,,,,$0.00
1,1,Wildfire Devils,Commander 2019,30,,,,,,,,,,$0.00
1,0,Wooded Ridgeline,Dominaria United,260,,,,,,,,,,$0.00
1,0,Aeon Engine,Commander 2019,52,,,,,,,,,,$0.00
1,0,Alseid of Life's Bounty,Theros Beyond Death,1,,,,,,,,,,$0.00
1,0,Bristling Boar,Core Set 2020,338,,,,,,,,,,$0.00
1,0,Bronze Calendar,"",,Near Mint,English,,,,,,,,$0.00
1,0,Choked Estuary,Commander Legends: Battle for Baldur's Gate,886,,,,,,,,,,$0.00
2,2,Exotic Orchard,Commander 2019,242,,,,,,,,,,$0.00
1,1,"Gerrard, Weatherlight Hero",Commander 2019,41,,,,,,,,,,$0.00
1,0,"Grazilaxx, Illithid Scholar",Commander Legends: Battle for Baldur's Gate,723,,,,,,,,,,$0.00
4,4,Into the Story,Throne of Eldraine,50,,,,,,,,,,$0.00
1,1,Karametra's Blessing,Theros Beyond Death,26,,,foil,,,,,,,$0.00
1,1,Prairie Stream,Commander 2019,265,,,,,,,,,,$0.00
2,0,Radiant Grove,Dominaria United,253,,,,,,,,,,$0.00
1,1,"Renata, Called to the Hunt",Theros Beyond Death,196,,,,,,,,,,$0.00
1,0,Sewer Nemesis,Commander Legends: Battle for Baldur's Gate,771,,,,,,,,,,$0.00
1,0,Shameless Charlatan,Commander Legends: Battle for Baldur's Gate,488,,,foil,,,,,,,$0.00
3,3,Sun Sentinel,Core Set 2019,307,,,,,,,,,,$0.00
1,0,Teferi's Tutelage,Core Set 2021,78,,,,,,,,,,$0.00
1,0,"Teshar, Ancestor's Apostle",Kamigawa: Neon Dynasty Commander,90,,,,,,,,,,$0.00
1,0,Tomb of Horrors Adventurer,Commander Legends: Battle for Baldur's Gate,100,,,,,,,,,,$0.00
1,1,Victory's Envoy,Theros Beyond Death,289,,,,,,,,,,$0.00
1,0,Woe Strider,Commander Legends: Battle for Baldur's Gate,774,,,,,,,,,,$0.00
2,1,Command Tower,Commander 2019,237,,,,,,,,,,$0.00
1,0,Cultivator's Caravan,Kamigawa: Neon Dynasty Commander,149,,,,,,,,,,$0.00
1,0,Darkwater Catacombs,Commander Legends: Battle for Baldur's Gate,889,,,,,,,,,,$0.00
2,2,"Davriel, Rogue Shadowmage",War of the Spark,83,,,,,,,,,,$0.00
1,0,Exotic Orchard,Commander Legends: Battle for Baldur's Gate,893,,,,,,,,,,$0.00
1,1,Guttersnipe,Archenemy: Nicol Bolas,51,,,,,,,,,,$0.00
2,2,Hedron Archive,Commander 2019,214,,,,,,,,,,$0.00
1,1,Increasing Vengeance,Commander 2019,147,,,,,,,,,,$0.00
2,0,Ingenious Artillerist,Commander Legends: Battle for Baldur's Gate,182,,,,,,,,,,$0.00
1,0,Inspiring Overseer,Streets of New Capenna,18,,,,,,,,,,$0.00
1,0,"Mahadi, Emporium Master",Commander Legends: Battle for Baldur's Gate,282,,,,,,,,,,$0.00
1,0,Master of Etherium,Kamigawa: Neon Dynasty Commander,94,,,,,,,,,,$0.00
1,1,Mire in Misery,Commander 2019,19,,,,,,,,,,$0.00
1,1,Radiating Lightning,Core Set 2019,313,,,,,,,,,,$0.00
1,0,Scaled Nurturer,Commander Legends: Battle for Baldur's Gate,252,,,,,,,,,,$0.00
1,1,Serra's Embrace,"Duel Decks Anthology, Divine vs. Demonic",21,,,,,,,,,,$0.00
1,1,Shambling Suit,Throne of Eldraine,230,,,foil,,,,,,,$0.00
1,0,"Timmy, Power Gamer",Unsanctioned,73,Near Mint,English,,,,,,,,$0.00
1,0,"Vohar, Vodalian Desecrator",Dominaria United,325,,,,,,,,,,$0.00
2,2,Yanling's Harbinger,Core Set 2020,289,,,,,,,,,,$0.00
1,0,Acclaimed Contender,Throne of Eldraine,1,,,,,,,,,,$0.00
1,1,Asylum Visitor,Commander 2019,103,,,,,,,,,,$0.00
1,1,Bartizan Bats,Core Set 2020,319,,,,,,,,,,$0.00
1,1,Beacon of Unrest,Commander 2019,105,,,,,,,,,,$0.00
1,0,Broken Bond,Dominaria,157,,,,,,,,,,$0.00
1,0,Chandra's Incinerator,Core Set 2021,136,,,,,,,,,,$0.00
1,0,Decanter of Endless Water,Commander Legends: Battle for Baldur's Gate,444,,,,,,,,,,$0.00
1,0,Feed the Swarm,Commander Legends: Battle for Baldur's Gate,752,,,,,,,,,,$0.00
1,1,Foulmire Knight // Profane Insight,Throne of Eldraine,286,,,,,,,,,,$0.00
1,0,"Hanna, Ship's Navigator",Kamigawa: Neon Dynasty Commander,139,,,,,,,,,,$0.00
1,0,"Infernius Spawnington III, Esq.","",,Near Mint,English,,,,,,,,$0.00
1,0,"Johnny, Combo Player",Unsanctioned,23,Near Mint,English,,,,,,,,$0.00
1,0,"Jon Irenicus, Shattered One",Commander Legends: Battle for Baldur's Gate,536,,,foil,,,,,,,$0.00
1,0,Knight of Dusk's Shadow,Dominaria United,96,,,,,,,,,,$0.00
1,1,Lava Coil,Guilds of Ravnica,108,,,,,,,,,,$0.00
1,1,Mass Diminish,Commander 2019,10,,,,,,,,,,$0.00
2,2,Myriad Landscape,Commander 2019,261,,,,,,,,,,$0.00
1,1,Sacred Cat,Amonkhet,27,,,,,,,,,,$0.00
1,1,Stolen by the Fae,Throne of Eldraine,66,,,,,,,,,,$0.00
1,0,Sunlit Marsh,Dominaria United,257,,,,,,,,,,$0.00
1,0,"Syr Cadian, Knight Owl","",,Near Mint,English,,,,,,,,$0.00
2,0,Tangled Islet,Dominaria United,258,,,,,,,,,,$0.00
1,1,Worthy Knight,Throne of Eldraine,36,,,,,,,,,,$0.00
1,0,Ambitious Farmhand // Seasoned Cathar,Innistrad: Midnight Hunt,2,Near Mint,English,foil,,,,,,,$0.00
1,1,"Arlinn, Voice of the Pack",War of the Spark,150,,,,,,,,,,$0.00
1,0,Cataclysmic Gearhulk,Kamigawa: Neon Dynasty Commander,81,,,,,,,,,,$0.00
1,0,Cloudsteel Kirin,Kamigawa: Neon Dynasty,8,,,foil,,,,,,,$0.00
1,0,Colossal Whale,Launch Parties,23,,,foil,,,,,,,$0.00
9,9,Didn't Say Please,Throne of Eldraine,42,,,,,,,,,,$0.00
1,1,Dusk // Dawn,Commander 2019,63,,,,,,,,,,$0.00
1,1,Dusk Legion Zealot,Masters 25,89,,,,,,,,,,$0.00
5,5,Dusk Legion Zealot,Rivals of Ixalan,70,,,,,,,,,,$0.00
3,3,Epic Downfall,Throne of Eldraine,85,,,,,,,,,,$0.00
1,1,Feasting Troll King,Throne of Eldraine,152,,,,,,,,,,$0.00
1,1,Gingerbrute,Throne of Eldraine,219,,,,,,,,,,$0.00
1,1,Goblin Cratermaker,Guilds of Ravnica,103,,,,,,,,,,$0.00
1,0,Haunted Mire,Dominaria United,248,,,,,,,,,,$0.00
1,0,Heap Gate,Commander Legends: Battle for Baldur's Gate,354,,,,,,,,,,$0.00
1,0,Jumbo Imp,"",,Near Mint,English,,,,,,,,$0.00
1,1,Metallic Rebuke,Aether Revolt,39,,,,,,,,,,$0.00
1,0,"Najal, the Storm Runner",Dominaria United,307,,,,,,,,,,$0.00
1,1,Paradise Druid,War of the Spark,171,,,,,,,,,,$0.00
1,0,Rabbit Battery,Kamigawa: Neon Dynasty,157,,Japanese,,,,,,,,$0.00
1,0,Ravenous Chupacabra,Commander Legends: Battle for Baldur's Gate,770,,,,,,,,,,$0.00
1,0,Research Thief,Kamigawa: Neon Dynasty Commander,16,,,,,,,,,,$0.00
1,0,Satoru Umezawa,Kamigawa: Neon Dynasty,234,,,,,,,,,,$0.00
1,0,Skirk Prospector,Dominaria,144,Near Mint,English,,,,,,,,$0.00
1,1,Stoic Rebuttal,Modern Masters 2015 Edition,59,,,,,,,,,,$0.00
1,0,"Strategy, Schmategy",Unsanctioned,58,Near Mint,English,,,,,,,,$0.00
4,4,Teferi's Time Twist,War of the Spark,72,,,,,,,,,,$0.00
2,2,Tezzeret's Gatebreaker,Core Set 2019,289,,,,,,,,,,$0.00
1,1,Big Game Hunter,Commander 2019,106,,,,,,,,,,$0.00
1,0,Bloodfell Caves,Commander 2017,236,,,,,,,,,,$0.00
1,0,Cathar Commando,Innistrad: Midnight Hunt,10,,,,,,,,,,$0.00
3,1,"Chandra, Novice Pyromancer",Core Set 2020,128,,,,,,,,,,$0.00
1,0,Cloudsteel Kirin,Kamigawa: Neon Dynasty,8,,,,,,,,,,$0.00
1,1,Dross Scorpion,Mirrodin,164,,,,,,,,,,$0.00
3,0,Fight as One,Ikoria: Lair of Behemoths,12,,,,,,,,,,$0.00
2,2,Forsake the Worldly,Amonkhet,13,,,,,,,,,,$0.00
1,0,"Gale, Waterdeep Prodigy",Commander Legends: Battle for Baldur's Gate,72,,,,,,,,,,$0.00
2,2,Holdout Settlement,Oath of the Gatewatch,172,,,,,,,,,,$0.00
1,1,Increasing Devotion,Commander 2019,66,,,,,,,,,,$0.00
1,1,"Kasmina, Enigmatic Mentor",War of the Spark,56,,,,,,,,,,$0.00
1,0,"Katsumasa, the Animator",Kamigawa: Neon Dynasty Commander,15,,,,,,,,,,$0.00
2,0,Liliana's Standard Bearer,Core Set 2021,110,,,,,,,,,,$0.00
1,1,Llanowar Scout,Dominaria,170,,,,,,,,,,$0.00
2,0,Molten Tributary,Dominaria United,251,,,,,,,,,,$0.00
1,0,Mortify,Ravnica Allegiance,192,Near Mint,English,,,,,,,,$0.00
1,1,Mortify,Ravnica Allegiance,192,,,,,,,,,,$0.00
1,1,Orzhov Guildgate,War of the Spark,269,,,,,,,,,,$0.00
1,0,Otherworldly Gaze,Innistrad: Midnight Hunt,67,,,,,,,,,,$0.00
1,0,Overcharged Amalgam,Commander Legends: Battle for Baldur's Gate,729,,,,,,,,,,$0.00
1,0,"Pippa, Duchess of Dice","",,Near Mint,English,,,,,,,,$0.00
1,1,Putrid Goblin,Modern Horizons,101,,,,,,,,,,$0.00
1,0,Rite of Oblivion,Innistrad: Midnight Hunt,237,,,,,,,,,,$0.00
1,0,Shock,Duels of the Planeswalkers,54,,,,,,,,,,$0.00
1,1,Skyfire Phoenix,Commander 2019,28,,,,,,,,,,$0.00
4,4,Spectral Sailor,Core Set 2020,76,,,,,,,,,,$0.00
1,0,Swashbuckler Extraordinaire,Commander Legends: Battle for Baldur's Gate,198,,,,,,,,,,$0.00
1,0,Syphon Mind,Commander Legends: Battle for Baldur's Gate,772,,,,,,,,,,$0.00
2,2,Terramorphic Expanse,Commander 2019,281,,,,,,,,,,$0.00
3,3,Trail of Crumbs,Throne of Eldraine,179,,,,,,,,,,$0.00
1,0,"Vohar, Vodalian Desecrator",Dominaria United,226,,,,,,,,,,$0.00
1,0,Who // What // When // Where // Why,Unsanctioned,75,Near Mint,English,,,,,,,,$0.00
2,2,"Yorvo, Lord of Garenbrig",Throne of Eldraine,185,,,,,,,,,,$0.00
1,0,Ziatora's Envoy,Streets of New Capenna,340,,,,,,,,,,$0.00
1,0,Agent of the Iron Throne,Commander Legends: Battle for Baldur's Gate,107,,,,,,,,,,$0.00
1,0,Akoum Refuge,Commander 2019,226,,,,,,,,,,$0.00
1,0,Archon of Absolution,Throne of Eldraine,3,,,,,,,,,,$0.00
2,0,Asmodeus the Archfiend,Adventures in the Forgotten Realms,88,,,,,,,,,,$0.00
4,4,Beanstalk Giant // Fertile Footsteps,Throne of Eldraine,149,,,,,,,,,,$0.00
1,0,Cemetery Tampering,Streets of New Capenna,69,,,,,,,,,,$0.00
1,0,Command Tower,Commander Legends: Battle for Baldur's Gate,351,,,,,,,,,,$0.00
1,1,Commence the Endgame,War of the Spark,45,,,,,,,,,,$0.00
3,0,Crystal Grotto,Dominaria United,246,,,,,,,,,,$0.00
1,1,Dream Trawler,Theros Beyond Death,214,,,,,,,,,,$0.00
2,2,Dwarven Mine,Throne of Eldraine,243,,,,,,,,,,$0.00
1,1,Fact or Fiction,Commander 2019,85,,,,,,,,,,$0.00
1,0,Foundry Inspector,Kamigawa: Neon Dynasty Commander,152,,,,,,,,,,$0.00
1,1,From Under the Floorboards,Commander 2019,113,,,,,,,,,,$0.00
1,0,Glorious Anthem,Core Set 2021,21,,,,,,,,,,$0.00
1,1,Grateful Apparition,War of the Spark,17,,,,,,,,,,$0.00
3,0,Keral Keep Disciples,Core Set 2021,334,,,,,,,,,,$0.00
1,1,Key to the City,Commander 2019,216,,,,,,,,,,$0.00
2,0,Liliana's Scorn,Core Set 2021,329,,,,,,,,,,$0.00
1,0,Mind Flayer,Commander Legends: Battle for Baldur's Gate,728,,,,,,,,,,$0.00
1,0,Mind Shatter,Modern Masters 2017 Edition,77,,,,,,,,,,$0.00
1,1,Orzhov Enforcer,Ravnica Allegiance,79,,,,,,,,,,$0.00
1,1,Phoenix of Ash,Theros Beyond Death,148,,,,,,,,,,$0.00
3,0,Predatory Wurm,Core Set 2021,338,,,,,,,,,,$0.00
2,2,Price of Fame,Guilds of Ravnica,83,,,,,,,,,,$0.00
2,0,Reckoner's Bargain,Kamigawa: Neon Dynasty,120,,,,,,,,,,$0.00
1,0,Sculpted Sunburst,Commander Legends: Battle for Baldur's Gate,557,Near Mint,English,,,,,,,,$0.00
2,2,Shivan Dragon,Magic Origins,285,,,,,,,,,,$0.00
2,0,Shore Up,Dominaria United,64,,,,,,,,,,$0.00
1,0,Spark Elemental,Fifth Dawn,79,,,,,,,,,,$0.00
1,1,Sphinx of Foresight,Ravnica Allegiance,55,,,,,,,,,,$0.00
3,0,Spirited Companion,Kamigawa: Neon Dynasty,38,,,,,,,,,,$0.00
2,2,Tattered Mummy,Core Set 2019,295,,,,,,,,,,$0.00
1,1,Walking Corpse,Core Set 2020,327,,,,,,,,,,$0.00
1,1,Wicked Wolf,Throne of Eldraine,181,,,,,,,,,,$0.00
1,0,Workshop Warchief,Streets of New Capenna,165,,,foil,,,,,,,$0.00
1,0,Ash Barrens,Commander Legends: Battle for Baldur's Gate,880,,,,,,,,,,$0.00
3,1,Banishing Light,Commander Anthology Volume II,18,,,,,,,,,,$0.00
2,0,Basri's Aegis,Core Set 2021,322,,,,,,,,,,$0.00
1,0,Bounty Agent,Guilds of Ravnica,2,,,,,,,,,,$0.00
1,0,Cartouche of Solidarity,Amonkhet,7,,,,,,,,,,$0.00
1,1,Cleansing Wildfire,Zendikar Rising,137,,,,,,,,,,$0.00
1,0,Clear the Mind,Ravnica Allegiance,34,,,,,,,,,,$0.00
1,0,Crippling Fear,Commander Legends: Battle for Baldur's Gate,745,,,,,,,,,,$0.00
1,0,Dimir Aqueduct,Commander Legends: Battle for Baldur's Gate,891,,,,,,,,,,$0.00
1,0,Dockside Chef,Kamigawa: Neon Dynasty,93,,,,,,,,,,$0.00
1,0,Drownyard Temple,Commander Legends: Battle for Baldur's Gate,892,,,,,,,,,,$0.00
2,1,Fact or Fiction,Modern Horizons,50,,,,,,,,,,$0.00
1,0,Fact or Fiction,Commander Legends: Battle for Baldur's Gate,720,,,,,,,,,,$0.00
1,0,Garruk's Harbinger,Core Set 2021,185,,,,,,,,,,$0.00
1,0,Geothermal Bog,Dominaria United,247,,,,,,,,,,$0.00
1,0,Ghoulish Procession,Innistrad: Midnight Hunt,102,,,,,,,,,,$0.00
1,1,Golgari Guildgate,Commander 2019,247,,,,,,,,,,$0.00
2,2,Healer's Hawk,Guilds of Ravnica,14,,,,,,,,,,$0.00
4,4,Impassioned Orator,Ravnica Allegiance,12,,,,,,,,,,$0.00
2,2,Kargan Dragonrider,Core Set 2019,297,,,,,,,,,,$0.00
1,1,Man-o'-War,Modern Horizons,55,,,foil,,,,,,,$0.00
1,1,Mandate of Peace,Commander 2019,4,,,,,,,,,,$0.00
1,0,Manifold Key,Commander Legends: Battle for Baldur's Gate,319,,,,,,,,,,$0.00
2,0,Mech Hangar,Kamigawa: Neon Dynasty,270,,,,,,,,,,$0.00
1,1,Ministrant of Obligation,Ravnica Allegiance,16,,,,,,,,,,$0.00
4,4,Open the Gates,Ravnica Allegiance,133,,,,,,,,,,$0.00
2,2,Overwhelmed Apprentice,Throne of Eldraine,60,,,,,,,,,,$0.00
1,0,Peacewalker Colossus,Kamigawa: Neon Dynasty Commander,155,,,,,,,,,,$0.00
1,0,Phyrexian Missionary,Dominaria United,27,,,,,,,,,,$0.00
1,0,Phyrexian Revoker,Commander Legends: Battle for Baldur's Gate,868,,,,,,,,,,$0.00
1,0,Primal Might,Core Set 2021,197,,,,,,,,,,$0.00
1,1,Rakdos Carnarium,Commander 2019,266,,,,,,,,,,$0.00
1,0,Rewind,Core Set 2021,63,,,,,,,,,,$0.00
1,1,River Kelpie,Commander 2019,93,,,,,,,,,,$0.00
1,1,Shimmer of Possibility,Ravnica Allegiance,51,,,,,,,,,,$0.00
2,2,Silverbeak Griffin,Core Set 2019,285,,,,,,,,,,$0.00
1,0,Six-y Beast,"",,Near Mint,English,,,,,,,,$0.00
1,0,Skycloud Expanse,Kamigawa: Neon Dynasty Commander,177,,,,,,,,,,$0.00
1,1,Staggering Insight,Theros Beyond Death,228,,,,,,,,,,$0.00
1,0,"Stet, Draconic Proofreader","",,Near Mint,English,,,,,,,,$0.00
1,0,Sticky Fingers,Streets of New Capenna,124,,,,,,,,,,$0.00
1,0,Universal Surveillance,Kamigawa: Neon Dynasty Commander,17,,,,,,,,,,$0.00
1,0,Unlucky Witness,Streets of New Capenna,128,,,,,,,,,,$0.00
3,0,Village Rites,Core Set 2021,126,,,,,,,,,,$0.00
1,0,Witty Roastmaster,Streets of New Capenna,131,,,,,,,,,,$0.00
1,0,Burnished Hart,Commander 2019,211,,,,,,,,,,$0.00
2,0,Circuit Mender,Kamigawa: Neon Dynasty,242,,,,,,,,,,$0.00
1,0,Countervailing Winds,Hour of Devastation,32,,,,,,,,,,$0.00
1,1,Drownyard Temple,Commander 2019,240,,,,,,,,,,$0.00
